Directory,FileName,DateTimeOriginal,species,count,juvenile,moving,resting,eating,standing,interacting,male
G12/G12_R1/103EK113,12280610.JPG,12/28/18 8:05,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280611.JPG,12/28/18 8:05,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280612.JPG,12/28/18 8:06,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280613.JPG,12/28/18 8:06,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280614.JPG,12/28/18 8:11,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280615.JPG,12/28/18 8:11,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280616.JPG,12/28/18 8:13,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280617.JPG,12/28/18 8:13,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280618.JPG,12/28/18 8:22,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280619.JPG,12/28/18 8:22,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280620.JPG,12/28/18 8:24,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280621.JPG,12/28/18 8:24,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280622.JPG,12/28/18 8:25,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280623.JPG,12/28/18 8:25,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280624.JPG,12/28/18 8:26,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280625.JPG,12/28/18 8:26,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280626.JPG,12/28/18 8:27,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280627.JPG,12/28/18 8:27,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280628.JPG,12/28/18 8:28,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280629.JPG,12/28/18 8:28,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280630.JPG,12/28/18 8:29,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280631.JPG,12/28/18 8:29,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280632.JPG,12/28/18 8:29,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280633.JPG,12/28/18 8:29,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280634.JPG,12/28/18 8:30,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280635.JPG,12/28/18 8:30,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280636.JPG,12/28/18 8:31,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280637.JPG,12/28/18 8:31,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280638.JPG,12/28/18 8:32,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280639.JPG,12/28/18 8:32,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280640.JPG,12/28/18 8:33,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280641.JPG,12/28/18 8:33,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280642.JPG,12/28/18 8:33,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280643.JPG,12/28/18 8:33,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280644.JPG,12/28/18 8:35,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280645.JPG,12/28/18 8:35,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280646.JPG,12/28/18 8:35,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280647.JPG,12/28/18 8:35,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280648.JPG,12/28/18 8:38,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280649.JPG,12/28/18 8:38,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280650.JPG,12/28/18 8:39,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280651.JPG,12/28/18 8:39,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280652.JPG,12/28/18 8:40,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280653.JPG,12/28/18 8:40,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280654.JPG,12/28/18 8:41,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280655.JPG,12/28/18 8:41,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280656.JPG,12/28/18 8:41,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280657.JPG,12/28/18 8:41,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280658.JPG,12/28/18 8:43,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280659.JPG,12/28/18 8:43,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280660.JPG,12/28/18 8:46,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280661.JPG,12/28/18 8:46,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280662.JPG,12/28/18 8:46,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280663.JPG,12/28/18 8:46,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280664.JPG,12/28/18 8:47,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280665.JPG,12/28/18 8:47,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280666.JPG,12/28/18 8:49,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280667.JPG,12/28/18 8:49,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280668.JPG,12/28/18 8:50,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280669.JPG,12/28/18 8:50,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280670.JPG,12/28/18 8:51,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280671.JPG,12/28/18 8:51,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280672.JPG,12/28/18 8:51,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280673.JPG,12/28/18 8:51,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280674.JPG,12/28/18 8:52,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280675.JPG,12/28/18 8:52,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280676.JPG,12/28/18 8:52,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280677.JPG,12/28/18 8:52,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280678.JPG,12/28/18 8:53,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280679.JPG,12/28/18 8:53,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280680.JPG,12/28/18 8:54,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280681.JPG,12/28/18 8:54,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280682.JPG,12/28/18 8:55,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280683.JPG,12/28/18 8:55,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280684.JPG,12/28/18 8:55,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280685.JPG,12/28/18 8:55,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280686.JPG,12/28/18 8:56,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280687.JPG,12/28/18 8:56,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280688.JPG,12/28/18 8:57,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280689.JPG,12/28/18 8:57,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280690.JPG,12/28/18 8:58,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280691.JPG,12/28/18 8:58,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280692.JPG,12/28/18 8:58,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280693.JPG,12/28/18 8:58,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280694.JPG,12/28/18 8:59,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280695.JPG,12/28/18 8:59,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280696.JPG,12/28/18 8:59,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280697.JPG,12/28/18 9:00,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280698.JPG,12/28/18 9:00,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280699.JPG,12/28/18 9:00,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280700.JPG,12/28/18 9:01,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280701.JPG,12/28/18 9:01,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280702.JPG,12/28/18 9:02,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280703.JPG,12/28/18 9:02,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280704.JPG,12/28/18 9:02,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280705.JPG,12/28/18 9:02,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280706.JPG,12/28/18 9:03,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280707.JPG,12/28/18 9:03,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280708.JPG,12/28/18 9:03,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280709.JPG,12/28/18 9:03,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280710.JPG,12/28/18 9:04,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280711.JPG,12/28/18 9:04,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280712.JPG,12/28/18 9:05,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280713.JPG,12/28/18 9:05,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280714.JPG,12/28/18 9:05,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280715.JPG,12/28/18 9:05,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280716.JPG,12/28/18 9:06,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280717.JPG,12/28/18 9:06,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280718.JPG,12/28/18 9:07,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280719.JPG,12/28/18 9:07,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280720.JPG,12/28/18 9:08,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280721.JPG,12/28/18 9:08,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280722.JPG,12/28/18 9:09,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280723.JPG,12/28/18 9:09,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280724.JPG,12/28/18 9:09,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280725.JPG,12/28/18 9:09,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280726.JPG,12/28/18 9:10,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280727.JPG,12/28/18 9:10,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280728.JPG,12/28/18 9:10,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280729.JPG,12/28/18 9:10,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280730.JPG,12/28/18 9:11,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280731.JPG,12/28/18 9:11,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280732.JPG,12/28/18 9:12,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280733.JPG,12/28/18 9:12,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280734.JPG,12/28/18 9:12,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280735.JPG,12/28/18 9:12,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280736.JPG,12/28/18 9:13,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280737.JPG,12/28/18 9:13,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280738.JPG,12/28/18 9:13,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280739.JPG,12/28/18 9:13,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280740.JPG,12/28/18 9:14,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280741.JPG,12/28/18 9:14,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280742.JPG,12/28/18 9:15,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280743.JPG,12/28/18 9:15,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280744.JPG,12/28/18 9:16,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280745.JPG,12/28/18 9:16,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280746.JPG,12/28/18 9:17,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280747.JPG,12/28/18 9:17,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280748.JPG,12/28/18 9:17,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280749.JPG,12/28/18 9:17,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280750.JPG,12/28/18 9:18,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280751.JPG,12/28/18 9:18,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280752.JPG,12/28/18 9:19,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280753.JPG,12/28/18 9:19,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280754.JPG,12/28/18 9:20,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280755.JPG,12/28/18 9:20,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280756.JPG,12/28/18 9:20,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280757.JPG,12/28/18 9:20,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280758.JPG,12/28/18 9:21,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280759.JPG,12/28/18 9:21,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280760.JPG,12/28/18 9:22,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280761.JPG,12/28/18 9:22,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280762.JPG,12/28/18 9:22,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280763.JPG,12/28/18 9:23,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280764.JPG,12/28/18 9:23,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280765.JPG,12/28/18 9:23,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280766.JPG,12/28/18 9:24,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280767.JPG,12/28/18 9:24,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280768.JPG,12/28/18 9:25,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280769.JPG,12/28/18 9:25,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280770.JPG,12/28/18 9:25,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280771.JPG,12/28/18 9:25,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280772.JPG,12/28/18 9:26,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280773.JPG,12/28/18 9:26,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280774.JPG,12/28/18 9:27,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280775.JPG,12/28/18 9:27,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280776.JPG,12/28/18 9:28,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280777.JPG,12/28/18 9:28,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280778.JPG,12/28/18 9:29,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280779.JPG,12/28/18 9:29,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280780.JPG,12/28/18 9:29,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280781.JPG,12/28/18 9:29,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280782.JPG,12/28/18 9:30,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280783.JPG,12/28/18 9:30,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280784.JPG,12/28/18 9:31,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280785.JPG,12/28/18 9:31,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280786.JPG,12/28/18 9:31,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280787.JPG,12/28/18 9:31,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280788.JPG,12/28/18 9:32,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280789.JPG,12/28/18 9:32,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280790.JPG,12/28/18 9:33,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280791.JPG,12/28/18 9:33,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280792.JPG,12/28/18 9:34,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280793.JPG,12/28/18 9:34,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280794.JPG,12/28/18 9:36,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280795.JPG,12/28/18 9:36,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280796.JPG,12/28/18 9:36,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280797.JPG,12/28/18 9:36,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280798.JPG,12/28/18 9:37,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280799.JPG,12/28/18 9:37,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280800.JPG,12/28/18 9:38,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280801.JPG,12/28/18 9:38,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280802.JPG,12/28/18 9:43,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280803.JPG,12/28/18 9:43,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280804.JPG,12/28/18 9:44,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280805.JPG,12/28/18 9:44,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280806.JPG,12/28/18 9:44,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280807.JPG,12/28/18 9:44,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280808.JPG,12/28/18 9:45,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280809.JPG,12/28/18 9:45,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280810.JPG,12/28/18 9:46,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280811.JPG,12/28/18 9:46,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280812.JPG,12/28/18 9:48,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280813.JPG,12/28/18 9:48,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280814.JPG,12/28/18 9:49,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280815.JPG,12/28/18 9:49,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280816.JPG,12/28/18 9:49,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280817.JPG,12/28/18 9:49,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280818.JPG,12/28/18 9:50,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280819.JPG,12/28/18 9:50,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280820.JPG,12/28/18 9:53,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280821.JPG,12/28/18 9:53,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280822.JPG,12/28/18 9:54,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280823.JPG,12/28/18 9:54,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280824.JPG,12/28/18 9:55,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280825.JPG,12/28/18 9:55,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280826.JPG,12/28/18 9:56,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280827.JPG,12/28/18 9:56,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280828.JPG,12/28/18 10:02,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280829.JPG,12/28/18 10:02,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280830.JPG,12/28/18 10:03,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280831.JPG,12/28/18 10:03,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280832.JPG,12/28/18 10:05,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280833.JPG,12/28/18 10:05,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280834.JPG,12/28/18 10:05,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280835.JPG,12/28/18 10:05,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280836.JPG,12/28/18 10:08,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280837.JPG,12/28/18 10:08,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280838.JPG,12/28/18 10:09,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280839.JPG,12/28/18 10:09,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280840.JPG,12/28/18 10:13,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280841.JPG,12/28/18 10:13,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280842.JPG,12/28/18 10:14,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280843.JPG,12/28/18 10:14,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280844.JPG,12/28/18 10:14,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280845.JPG,12/28/18 10:14,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280846.JPG,12/28/18 10:16,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280847.JPG,12/28/18 10:16,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280848.JPG,12/28/18 10:17,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280849.JPG,12/28/18 10:17,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280850.JPG,12/28/18 10:17,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280851.JPG,12/28/18 10:17,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280852.JPG,12/28/18 10:18,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280853.JPG,12/28/18 10:18,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280854.JPG,12/28/18 10:19,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280855.JPG,12/28/18 10:19,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280856.JPG,12/28/18 10:19,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280857.JPG,12/28/18 10:19,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280858.JPG,12/28/18 10:20,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280859.JPG,12/28/18 10:20,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280860.JPG,12/28/18 10:20,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280861.JPG,12/28/18 10:20,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280862.JPG,12/28/18 10:21,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280863.JPG,12/28/18 10:21,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280864.JPG,12/28/18 10:22,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280865.JPG,12/28/18 10:22,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280866.JPG,12/28/18 10:23,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280867.JPG,12/28/18 10:23,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280868.JPG,12/28/18 10:23,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280869.JPG,12/28/18 10:23,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280870.JPG,12/28/18 10:24,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280871.JPG,12/28/18 10:24,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280872.JPG,12/28/18 10:26,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280873.JPG,12/28/18 10:26,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280874.JPG,12/28/18 10:26,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280875.JPG,12/28/18 10:26,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280876.JPG,12/28/18 10:27,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280877.JPG,12/28/18 10:27,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280878.JPG,12/28/18 10:27,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280879.JPG,12/28/18 10:27,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280880.JPG,12/28/18 10:28,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280881.JPG,12/28/18 10:28,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280882.JPG,12/28/18 10:29,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280883.JPG,12/28/18 10:29,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280884.JPG,12/28/18 10:29,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280885.JPG,12/28/18 10:29,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280886.JPG,12/28/18 10:30,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280887.JPG,12/28/18 10:30,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280888.JPG,12/28/18 10:30,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280889.JPG,12/28/18 10:30,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280890.JPG,12/28/18 10:31,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280891.JPG,12/28/18 10:31,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280892.JPG,12/28/18 10:31,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280893.JPG,12/28/18 10:31,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280894.JPG,12/28/18 10:32,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280895.JPG,12/28/18 10:32,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280896.JPG,12/28/18 10:33,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280897.JPG,12/28/18 10:33,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280898.JPG,12/28/18 10:33,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280899.JPG,12/28/18 10:33,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280900.JPG,12/28/18 10:34,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280901.JPG,12/28/18 10:34,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280902.JPG,12/28/18 10:35,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280903.JPG,12/28/18 10:35,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280904.JPG,12/28/18 10:35,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280905.JPG,12/28/18 10:35,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280906.JPG,12/28/18 10:36,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280907.JPG,12/28/18 10:36,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280908.JPG,12/28/18 10:37,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280909.JPG,12/28/18 10:37,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280910.JPG,12/28/18 10:38,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280911.JPG,12/28/18 10:38,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280912.JPG,12/28/18 10:38,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280913.JPG,12/28/18 10:38,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280914.JPG,12/28/18 10:39,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280915.JPG,12/28/18 10:39,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280916.JPG,12/28/18 10:40,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280917.JPG,12/28/18 10:40,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280918.JPG,12/28/18 10:40,nothing there,,,,,,,,
G12/G12_R1/103EK113,12280919.JPG,12/28/18 10:40,nothing there,,,,,,,,
